rec_time,tp70m,tp50m,tp30m,tp10m,rh70m,rh10m,wspd70m,wspd50m,wspd30m,wspd10m,wdir70m,wdir50m,wdir30m,wdir10m,tbl70m,tbl10m,L,L_level
2009-05-20 16:10:00,23.56966666666666,23.7285,23.92066666666667,24.034333333333333,18.746666666666666,18.765932203389834,14.244856661045532,13.740204429301533,13.024006908462868,11.15917667238422,246.718,258.62466666666666,251.87983333333332,245.5885,0.07618379188647711,0.11762087731048416,-145.38182477028434,1
2009-05-20 16:20:00,23.581999999999997,23.729666666666663,23.90983333333334,24.013999999999996,18.583666666666666,18.526,13.86794425087108,13.40121739130435,12.81219512195122,11.268118466898954,240.78466666666665,252.25316666666666,245.30233333333334,238.83100000000002,0.0755857626095056,0.11993819703160544,-96.74741592402002,1
2009-05-20 16:30:00,23.685666666666666,23.831166666666668,24.012166666666676,24.105666666666664,18.38783333333333,18.45133333333333,13.778956834532375,13.153396226415095,12.749732620320856,11.070698466780238,239.1363333333333,250.50549999999998,244.02533333333335,238.25700000000003,0.08455407279247833,0.13310642517661064,-101.78118669988397,1
2009-05-20 16:40:00,23.914166666666663,24.085166666666666,24.276833333333336,24.428833333333333,18.150166666666667,18.195,13.56404109589041,13.208067226890757,12.726588628762544,11.339522998296422,238.08283333333335,249.25733333333332,242.13416666666666,235.66533333333336,0.0720906722596082,0.12488969698198055,-85.08991817864074,1
2009-05-20 16:50:00,24.153666666666663,24.35633333333333,24.5815,24.844499999999996,17.87366666666667,17.599655172413794,14.458086956521738,14.247431506849315,13.953310104529619,12.365249537892792,239.93766666666667,252.36583333333334,245.74083333333334,239.21816666666666,0.07763694083865799,0.09695310475780168,-100.74453373588082,1
2009-05-20 17:00:00,24.204,24.39783333333333,24.625999999999998,24.85216666666667,17.643793103448274,17.4659649122807,14.661623616236163,14.253451327433629,13.649217391304347,12.177624784853702,235.584,247.183,241.08333333333334,235.2418333333333,0.07698961259114794,0.10656159544419525,-132.15839917749386,1
2009-05-20 17:10:00,24.139499999999995,24.3075,24.511500000000005,24.663499999999996,17.69633333333333,17.610833333333336,14.871,14.365166666666664,13.753666666666668,12.217,234.564,245.65316666666666,239.09083333333334,233.28883333333332,0.08812835397208105,0.1387021222002224,-122.26358799491743,1
2009-05-20 17:20:00,24.094333333333328,24.248666666666665,24.43716666666667,24.551666666666662,17.78983333333333,17.613666666666667,13.275,12.83361204013378,12.292320534223707,10.891973244147156,236.16216666666665,248.03833333333333,241.54700000000003,235.89450000000002,0.10310179795724957,0.14534801407681838,-86.70347894861304,1
2009-05-20 17:30:00,24.079166666666673,24.2235,24.409666666666674,24.498666666666665,17.726999999999997,17.540333333333333,15.026047358834242,14.542429906542058,13.967225325884543,12.262206148282097,230.3951666666667,241.2363333333333,234.08866666666668,227.24716666666666,0.11334801301603147,0.14680398243262477,-105.87664422069066,1
2009-05-20 17:40:00,23.911833333333337,24.055666666666664,24.223500000000005,24.301,18.224833333333333,18.0035,nan,nan,nan,9.076808905380334,242.74683333333334,254.1921666666667,247.15516666666662,241.15733333333338,nan,0.14716543061381207,nan,nan
